id,condition,phase,target_word,english_word,cue,answer,trial_id,distance_score,accuracy_score
1632109156,text,Testing 1,wardi,rose,Slide38.jpeg,wardi,10,0,1
1632109156,picture,Testing 1,kelb,dog,Slide19.jpeg,kelb,11,0,1
1632109156,text,Testing 1,muundi,leg,Slide33.jpeg,muundi,12,0,1
1632109156,text,Testing 1,chapeo,hat,Slide27.jpeg,jaja,13,5,0.166666667
1632109156,text,Testing 1,pua,nose,Slide35.jpeg,pua,14,0,1
1632109156,picture,Testing 1,kanisa,church,Slide15.jpeg,kamisa,15,1,0.833333333
1632109156,text,Testing 1,mkono,hand,Slide26.jpeg,pua,16,5,0
1632109156,picture,Testing 1,jaluba,box,Slide10.jpeg,j,17,5,0.166666667
1632109156,picture,Testing 1,gari,car,Slide12.jpeg,gari,18,0,1
1632109156,text,Testing 1,duwara,wheel,Slide42.jpeg,d,19,5,0.166666667
1632109156,text,Testing 1,maliki,king,Slide31.jpeg,maliki,20,0,1
1632109156,picture,Testing 1,kipira,ball,Slide2.jpeg,bao,21,6,0
1632109156,picture,Testing 1,chimbule,bird,Slide6.jpeg,j,22,8,0
1632109156,text,Testing 1,bunduki,gun,Slide25.jpeg,dubiku,23,5,0.285714286
1632109156,text,Testing 1,jiti,tree,Slide41.jpeg,jara,24,3,0.25
1632109156,text,Testing 1,uwa,fence,Slide23.jpeg,c,25,3,0
1632109156,text,Testing 1,chaka,sun,Slide40.jpeg,chaka,26,0,1
1632109156,text,Testing 1,ufunguo,key,Slide30.jpeg,kita,27,7,0
1632109156,text,Testing 1,simu,phone,Slide36.jpeg,simla,28,2,0.5
1632109156,picture,Testing 1,daraja,bridge,Slide11.jpeg,bridge,29,6,0
1632109156,text,Testing 1,farasi,horse,Slide28.jpeg,ham,30,5,0.166666667
1632109156,picture,Testing 1,kidoto,cup,Slide17.jpeg,juba,31,6,0
1632109156,picture,Testing 1,muhindi,corn,Slide16.jpeg,kelb,32,7,0
1632109156,text,Testing 1,juya,net,Slide34.jpeg,muhindi,33,6,0
1632109156,picture,Testing 1,bao,bench,Slide5.jpeg,bao,34,0,1
1632109156,picture,Testing 1,riza,chain,Slide13.jpeg,riza,35,0,1
1632109156,text,Testing 1,geli,knife,Slide32.jpeg,geli ,36,1,0.75
1632109156,picture,Testing 1,fupa,bone,Slide8.jpeg,fupa,37,0,1
1632109156,picture,Testing 1,rinda,dress,Slide21.jpeg,rupa,38,3,0.4
1632109156,picture,Testing 1,mlango,door,Slide20.jpeg,door,39,6,0
1632109156,text,Testing 1,fia,snake,Slide39.jpeg,j,40,3,0
1632109156,picture,Testing 1,papatiko,arm,Slide1.jpeg,pua,41,6,0.25
1632109156,picture,Testing 1,kiti,chair,Slide14.jpeg,dawati,42,4,0
1632109156,picture,Testing 2,mlango,door,Slide20.jpeg,kibiti,43,6,0
1632109156,text,Testing 2,pua,nose,Slide35.jpeg,pua,44,0,1
1632109156,picture,Testing 2,jaluba,box,Slide10.jpeg,d,45,6,0
1632109156,text,Testing 2,mkono,hand,Slide26.jpeg,mkino,46,1,0.8
1632109156,picture,Testing 2,andiko,book,Slide9.jpeg,book ,47,5,0.166666667
1632109156,text,Testing 2,maliki,king,Slide31.jpeg,maliki,48,0,1
1632109156,picture,Testing 2,papatiko,arm,Slide1.jpeg,papakito,49,2,0.75
1632109156,text,Testing 2,wardi,rose,Slide38.jpeg,wardi,50,0,1
1632109156,text,Testing 2,uwa,fence,Slide23.jpeg,uwa,51,0,1
1632109156,picture,Testing 2,dawati,desk,Slide18.jpeg,dawati,52,0,1
1632109156,picture,Testing 2,gari,car,Slide12.jpeg,gari,53,0,1
1632109156,picture,Testing 2,riza,chain,Slide13.jpeg,riza,54,0,1
1632109156,text,Testing 2,chaka,sun,Slide40.jpeg,chaka,55,0,1
1632109156,text,Testing 2,muundi,leg,Slide33.jpeg,muundi,56,0,1
1632109156,text,Testing 2,jiti,tree,Slide41.jpeg,jaja,57,3,0.25
1632109156,picture,Testing 2,rinda,dress,Slide21.jpeg,rinda,58,0,1
1632109156,text,Testing 2,bunduki,gun,Slide25.jpeg,dubukito,59,5,0.285714286
1632109156,text,Testing 2,jaja,plant,Slide37.jpeg,jaja ,60,1,0.75
1632109156,picture,Testing 2,kelb,dog,Slide19.jpeg,kelb,61,0,1
1632109156,picture,Testing 2,kidoto,cup,Slide17.jpeg,kidoto,62,0,1
1632109156,text,Testing 2,samki,fish,Slide24.jpeg,samali ,63,3,0.4
1632109156,text,Testing 2,farasi,horse,Slide28.jpeg,farasi ,64,1,0.833333333
1632109156,text,Testing 2,juya,net,Slide34.jpeg,n,65,4,0
1632109156,text,Testing 2,fia,snake,Slide39.jpeg,fia ,66,1,0.666666667
1632109156,picture,Testing 2,kitanda,bed,Slide4.jpeg,bed,67,6,0.142857143
1632109156,text,Testing 2,chapeo,hat,Slide27.jpeg,chaceo ,68,2,0.666666667
1632109156,picture,Testing 2,kipira,ball,Slide2.jpeg,p,69,5,0.166666667
1632109156,picture,Testing 2,kanisa,church,Slide15.jpeg,kanisa ,70,1,0.833333333
1632109156,text,Testing 2,duwara,wheel,Slide42.jpeg,j,71,6,0
1632109156,text,Testing 2,jumba,house,Slide29.jpeg,junga ,72,3,0.4
1632109156,picture,Testing 2,fupa,bone,Slide8.jpeg,fupa ,73,1,0.75
1632109156,picture,Testing 2,chimbule,bird,Slide6.jpeg,chimlupe ,74,3,0.625
1632109156,picture,Testing 2,kiti,chair,Slide14.jpeg,d,75,4,0
1632109156,picture,Testing 2,bao,bench,Slide5.jpeg,bao ,76,1,0.666666667
1632109156,text,Testing 2,geli,knife,Slide32.jpeg,geli ,77,1,0.75
1632109156,text,Testing 2,ufunguo,key,Slide30.jpeg,ula,78,6,0.142857143
1632109156,picture,Testing 2,safina,boat,Slide7.jpeg,safina,79,0,1
1632109156,picture,Testing 2,dubu,bear,Slide3.jpeg,dubu ,80,1,0.75
1632109156,picture,Testing 2,daraja,bridge,Slide11.jpeg,bridge ,81,7,0
1632109156,text,Testing 2,simu,phone,Slide36.jpeg,simle ,82,3,0.25
1632109156,text,Testing 2,jicho,eye,Slide22.jpeg,jicho ,83,1,0.8
1632109156,picture,Testing 2,muhindi,corn,Slide16.jpeg,corn ,84,6,0.142857143
1632168093,picture,Testing 1,andiko,book,Slide9.jpeg,kao,1,5,0.166666667
1632168093,picture,Testing 1,rinda,dress,Slide21.jpeg,diah,2,4,0.2
1632168093,text,Testing 1,samki,fish,Slide24.jpeg,kao,3,4,0.2
1632168093,picture,Testing 1,muhindi,corn,Slide16.jpeg,makoa,4,6,0.142857143
1632168093,text,Testing 1,pua,nose,Slide35.jpeg,pao,5,2,0.333333333
1632168093,picture,Testing 1,kelb,dog,Slide19.jpeg,khilti,6,4,0
1632168093,picture,Testing 1,mlango,door,Slide20.jpeg,dkarti,7,5,0.166666667
1632168093,text,Testing 1,mkono,hand,Slide26.jpeg,manhao,8,4,0.2
1632168093,picture,Testing 1,dubu,bear,Slide3.jpeg,baok,9,4,0
1632168093,text,Testing 1,jumba,house,Slide29.jpeg,adara,10,4,0.2
1632168093,text,Testing 1,juya,net,Slide34.jpeg,jimo,11,3,0.25
1632168093,picture,Testing 1,daraja,bridge,Slide11.jpeg,mdiso,12,6,0
1632168093,picture,Testing 1,gari,car,Slide12.jpeg,mandako,13,6,0
1632168093,picture,Testing 1,papatiko,arm,Slide1.jpeg,ankdro,14,6,0.25
1632168093,picture,Testing 1,chimbule,bird,Slide6.jpeg,orolg,15,7,0.125
1632168093,picture,Testing 1,jaluba,box,Slide10.jpeg,fade,16,5,0.166666667
1632168093,text,Testing 1,duwara,wheel,Slide42.jpeg,kinko,17,6,0
1632168093,picture,Testing 1,bao,bench,Slide5.jpeg,bao,18,0,1
1632168093,picture,Testing 1,kanisa,church,Slide15.jpeg,kinka,19,3,0.5
1632168093,text,Testing 1,chaka,sun,Slide40.jpeg,oilu,20,5,0
1632168093,picture,Testing 1,dawati,desk,Slide18.jpeg,chink,21,6,0
1632168093,picture,Testing 1,fupa,bone,Slide8.jpeg,kao,22,4,0
1632168093,text,Testing 1,bunduki,gun,Slide25.jpeg,bakina,23,6,0.142857143
1632168093,text,Testing 1,jicho,eye,Slide22.jpeg,oriolg,24,5,0
1632168093,text,Testing 1,jiti,tree,Slide41.jpeg,kinta,25,3,0.25
1632168093,text,Testing 1,farasi,horse,Slide28.jpeg,cade,26,5,0.166666667
1632168093,picture,Testing 1,kiti,chair,Slide14.jpeg,cajib,27,4,0
1632168093,text,Testing 1,maliki,king,Slide31.jpeg,munkia,28,4,0.333333333
1632168093,text,Testing 1,chapeo,hat,Slide27.jpeg,cade,29,3,0.5
1632168093,text,Testing 1,geli,knife,Slide32.jpeg,chinki,30,5,0
1632168093,picture,Testing 1,riza,chain,Slide13.jpeg,kunki,31,5,0
1632168093,text,Testing 1,wardi,rose,Slide38.jpeg,casali,32,4,0.2
1632168093,text,Testing 1,muundi,leg,Slide33.jpeg,gamba,33,6,0
1632168093,picture,Testing 1,kidoto,cup,Slide17.jpeg,kape,34,5,0.166666667
1632168093,text,Testing 1,ufunguo,key,Slide30.jpeg,calle,35,7,0
1632168093,text,Testing 1,simu,phone,Slide36.jpeg,gime,36,2,0.5
1632168093,picture,Testing 1,kitanda,bed,Slide4.jpeg,funi,37,6,0.142857143
1632168093,text,Testing 1,uwa,fence,Slide23.jpeg,swali,38,3,0
1632168093,text,Testing 1,jaja,plant,Slide37.jpeg,kini,39,4,0
1632168093,text,Testing 1,fia,snake,Slide39.jpeg,jime,40,3,0
1632168093,picture,Testing 1,kipira,ball,Slide2.jpeg,pala,41,4,0.333333333
1632168093,picture,Testing 1,safina,boat,Slide7.jpeg,mdunhi,42,6,0
1632168093,text,Testing 2,wardi,rose,Slide38.jpeg,mini,43,4,0.2
1632168093,picture,Testing 2,fupa,bone,Slide8.jpeg,fupa,44,0,1
1632168093,text,Testing 2,uwa,fence,Slide23.jpeg,kimit,45,5,0
1632168093,picture,Testing 2,muhindi,corn,Slide16.jpeg,chame,46,6,0.142857143
1632168093,picture,Testing 2,mlango,door,Slide20.jpeg,dija,47,6,0
1632168093,text,Testing 2,chaka,sun,Slide40.jpeg,chua,48,2,0.6
1632168093,picture,Testing 2,daraja,bridge,Slide11.jpeg,digi,49,5,0.166666667
1632168093,picture,Testing 2,rinda,dress,Slide21.jpeg,kuasa,50,4,0.2
1632168093,text,Testing 2,bunduki,gun,Slide25.jpeg,digit,51,6,0.142857143
1632168093,text,Testing 2,geli,knife,Slide32.jpeg,chuna,52,5,0
1632168093,text,Testing 2,samki,fish,Slide24.jpeg,sniti,53,3,0.4
1632168093,text,Testing 2,jiti,tree,Slide41.jpeg,kansae,54,6,0
1632168093,picture,Testing 2,andiko,book,Slide9.jpeg,mbundi,55,5,0.166666667
1632168093,text,Testing 2,maliki,king,Slide31.jpeg,farsha,56,5,0.166666667
1632168093,picture,Testing 2,papatiko,arm,Slide1.jpeg,makdakto,57,6,0.25
1632168093,text,Testing 2,pua,nose,Slide35.jpeg,pua,58,0,1
1632168093,picture,Testing 2,kiti,chair,Slide14.jpeg,juads,59,5,0
1632168093,text,Testing 2,jicho,eye,Slide22.jpeg,jicha,60,1,0.8
1632168093,text,Testing 2,ufunguo,key,Slide30.jpeg,chavali,61,7,0
1632168093,picture,Testing 2,safina,boat,Slide7.jpeg,sunigi,62,4,0.333333333
1632168093,text,Testing 2,chapeo,hat,Slide27.jpeg,kaise,63,5,0.166666667
1632168093,picture,Testing 2,dubu,bear,Slide3.jpeg,orso,64,4,0
1632168093,text,Testing 2,farasi,horse,Slide28.jpeg,kime,65,6,0
1632168093,text,Testing 2,juya,net,Slide34.jpeg,jhudi,66,3,0.25
1632168093,picture,Testing 2,gari,car,Slide12.jpeg,madikiti,67,6,0
1632168093,text,Testing 2,jaja,plant,Slide37.jpeg,fijii,68,4,0
1632168093,picture,Testing 2,kitanda,bed,Slide4.jpeg,amrichi,69,7,0
1632168093,text,Testing 2,muundi,leg,Slide33.jpeg,gambi,70,5,0.166666667
1632168093,text,Testing 2,duwara,wheel,Slide42.jpeg,rotonda,71,6,0
1632168093,picture,Testing 2,kanisa,church,Slide15.jpeg,kitchi,72,5,0.166666667
1632168093,picture,Testing 2,jaluba,box,Slide10.jpeg,amriti,73,6,0
1632168093,picture,Testing 2,bao,bench,Slide5.jpeg,bao,74,0,1
1632168093,text,Testing 2,fia,snake,Slide39.jpeg,slini,75,4,0
1632168093,picture,Testing 2,kipira,ball,Slide2.jpeg,ghambi,76,6,0
1632168093,picture,Testing 2,chimbule,bird,Slide6.jpeg,kao,77,8,0
1632168093,picture,Testing 2,kidoto,cup,Slide17.jpeg,manki,78,6,0
1632168093,text,Testing 2,mkono,hand,Slide26.jpeg,kidsi,79,5,0
1632168093,picture,Testing 2,kelb,dog,Slide19.jpeg,flimchi,80,7,0
1632168093,text,Testing 2,simu,phone,Slide36.jpeg,soledi,81,5,0
1632168093,text,Testing 2,jumba,house,Slide29.jpeg,samicnt,82,6,0
1632168093,picture,Testing 2,dawati,desk,Slide18.jpeg,makidi,83,4,0.333333333
1632168093,picture,Testing 2,riza,chain,Slide13.jpeg,chinki,84,5,0
1632168342,picture,Testing 1,kanisa,church,Slide15.jpeg,,1,6,0
1632168342,text,Testing 1,jiti,tree,Slide41.jpeg,,2,4,0
1632168342,text,Testing 1,wardi,rose,Slide38.jpeg,suda,3,4,0.2
1632168342,text,Testing 1,ufunguo,key,Slide30.jpeg,ufunguo,4,0,1
1632168342,picture,Testing 1,rinda,dress,Slide21.jpeg,sumi,5,5,0
1632168342,picture,Testing 1,kelb,dog,Slide19.jpeg,pupa,6,4,0
1632168342,picture,Testing 1,muhindi,corn,Slide16.jpeg,,7,7,0
1632168342,picture,Testing 1,gari,car,Slide12.jpeg,sumi,8,3,0.25
1632168342,picture,Testing 1,kipira,ball,Slide2.jpeg,,9,6,0
1632168342,picture,Testing 1,daraja,bridge,Slide11.jpeg,,10,6,0
1632168342,text,Testing 1,farasi,horse,Slide28.jpeg,,11,6,0
1632168342,text,Testing 1,muundi,leg,Slide33.jpeg,legi,12,5,0.166666667
1632168342,picture,Testing 1,safina,boat,Slide7.jpeg,sag,13,4,0.333333333
1632168342,picture,Testing 1,bao,bench,Slide5.jpeg,,14,3,0
1632168342,picture,Testing 1,dawati,desk,Slide18.jpeg,,15,6,0
1632168342,text,Testing 1,juya,net,Slide34.jpeg,ne,16,4,0
1632168342,text,Testing 1,chapeo,hat,Slide27.jpeg,hut,17,5,0.166666667
1632168342,text,Testing 1,duwara,wheel,Slide42.jpeg,wil,18,5,0.166666667
1632168342,picture,Testing 1,chimbule,bird,Slide6.jpeg,,19,8,0
1632168342,picture,Testing 1,riza,chain,Slide13.jpeg,tadi,20,4,0
1632168342,picture,Testing 1,dubu,bear,Slide3.jpeg,dubu,21,0,1
1632168342,text,Testing 1,maliki,king,Slide31.jpeg,,22,6,0
1632168342,text,Testing 1,jumba,house,Slide29.jpeg,muundi,23,5,0
1632168342,picture,Testing 1,kitanda,bed,Slide4.jpeg,,24,7,0
1632168342,picture,Testing 1,papatiko,arm,Slide1.jpeg,tika,25,5,0.375
1632168342,text,Testing 1,fia,snake,Slide39.jpeg,fia,26,0,1
1632168342,picture,Testing 1,kidoto,cup,Slide17.jpeg,cap,27,6,0
1632168342,picture,Testing 1,fupa,bone,Slide8.jpeg,bote,28,4,0
1632168342,picture,Testing 1,kiti,chair,Slide14.jpeg,,29,4,0
1632168342,text,Testing 1,pua,nose,Slide35.jpeg,pua,30,0,1
1632168342,picture,Testing 1,jaluba,box,Slide10.jpeg,,31,6,0
1632168342,text,Testing 1,geli,knife,Slide32.jpeg,kiw,32,4,0
1632168342,picture,Testing 1,andiko,book,Slide9.jpeg,audito,33,2,0.666666667
1632168342,text,Testing 1,chaka,sun,Slide40.jpeg,sumi,34,5,0
1632168342,text,Testing 1,jaja,plant,Slide37.jpeg,sumi,35,4,0
1632168342,text,Testing 1,bunduki,gun,Slide25.jpeg,garle,36,7,0
1632168342,text,Testing 1,uwa,fence,Slide23.jpeg,,37,3,0
1632168342,picture,Testing 1,mlango,door,Slide20.jpeg,,38,6,0
1632168342,text,Testing 1,jicho,eye,Slide22.jpeg,,39,5,0
1632168342,text,Testing 1,simu,phone,Slide36.jpeg,,40,4,0
1632168342,text,Testing 1,samki,fish,Slide24.jpeg,,41,5,0
1632168342,text,Testing 1,mkono,hand,Slide26.jpeg,papa ,42,5,0
1632168342,text,Testing 2,chapeo,hat,Slide27.jpeg,,43,6,0
1632168342,text,Testing 2,fia,snake,Slide39.jpeg,fia,44,0,1
1632168342,picture,Testing 2,andiko,book,Slide9.jpeg,andiko,45,0,1
1632168342,picture,Testing 2,riza,chain,Slide13.jpeg,riza,46,0,1
1632168342,text,Testing 2,pua,nose,Slide35.jpeg,pua,47,0,1
1632168342,text,Testing 2,jiti,tree,Slide41.jpeg,,48,4,0
1632168342,text,Testing 2,muundi,leg,Slide33.jpeg,,49,6,0
1632168342,picture,Testing 2,muhindi,corn,Slide16.jpeg,mono,50,5,0.285714286
1632168342,picture,Testing 2,dawati,desk,Slide18.jpeg,,51,6,0
1632168342,text,Testing 2,uwa,fence,Slide23.jpeg,,52,3,0
1632168342,text,Testing 2,jicho,eye,Slide22.jpeg,chapa,53,5,0
1632168342,picture,Testing 2,bao,bench,Slide5.jpeg,bao,54,0,1
1632168342,text,Testing 2,maliki,king,Slide31.jpeg,,55,6,0
1632168342,picture,Testing 2,safina,boat,Slide7.jpeg,,56,6,0
1632168342,picture,Testing 2,kiti,chair,Slide14.jpeg,,57,4,0
1632168342,picture,Testing 2,kelb,dog,Slide19.jpeg,kelb,58,0,1
1632168342,picture,Testing 2,chimbule,bird,Slide6.jpeg,,59,8,0
1632168342,picture,Testing 2,kipira,ball,Slide2.jpeg,keipa,60,3,0.5
1632168342,picture,Testing 2,kitanda,bed,Slide4.jpeg,,61,7,0
1632168342,text,Testing 2,chaka,sun,Slide40.jpeg,chaji,62,2,0.6
1632168342,picture,Testing 2,kanisa,church,Slide15.jpeg,,63,6,0
1632168342,picture,Testing 2,rinda,dress,Slide21.jpeg,rando,64,2,0.6
1632168342,text,Testing 2,juya,net,Slide34.jpeg,,65,4,0
1632168342,picture,Testing 2,fupa,bone,Slide8.jpeg,depu,66,3,0.25
1632168342,text,Testing 2,duwara,wheel,Slide42.jpeg,,67,6,0
1632168342,picture,Testing 2,papatiko,arm,Slide1.jpeg,papatiko,68,0,1
1632168342,picture,Testing 2,mlango,door,Slide20.jpeg,,69,6,0
1632168342,text,Testing 2,jumba,house,Slide29.jpeg,,70,5,0
1632168342,picture,Testing 2,gari,car,Slide12.jpeg,gerli,71,2,0.5
1632168342,text,Testing 2,jaja,plant,Slide37.jpeg,,72,4,0
1632168342,text,Testing 2,wardi,rose,Slide38.jpeg,randa,73,3,0.4
1632168342,picture,Testing 2,jaluba,box,Slide10.jpeg,,74,6,0
1632168342,picture,Testing 2,kidoto,cup,Slide17.jpeg,,75,6,0
1632168342,text,Testing 2,farasi,horse,Slide28.jpeg,,76,6,0
1632168342,text,Testing 2,bunduki,gun,Slide25.jpeg,bunboki,77,2,0.714285714
1632168342,picture,Testing 2,daraja,bridge,Slide11.jpeg,,78,6,0
1632168342,text,Testing 2,ufunguo,key,Slide30.jpeg,ufunguo,79,0,1
1632168342,picture,Testing 2,dubu,bear,Slide3.jpeg,dubu,80,0,1
1632168342,text,Testing 2,geli,knife,Slide32.jpeg,,81,4,0
1632168342,text,Testing 2,samki,fish,Slide24.jpeg,,82,5,0
1632168342,text,Testing 2,simu,phone,Slide36.jpeg,,83,4,0
1632168342,text,Testing 2,mkono,hand,Slide26.jpeg,bk,84,4,0.2
1632168276,text,Testing 1,muundi,leg,Slide33.jpeg,muundi,1,0,1
1632168276,text,Testing 1,farasi,horse,Slide28.jpeg,chaabi,2,4,0.333333333
1632168276,text,Testing 1,pua,nose,Slide35.jpeg,hudi,3,3,0
